ISO,Country,latitude,longitude,depth,mag,year,month,day,Total affected,Total deaths,Total damage ('000 US$),2017
IRN,Iran,28.355,54.169,10.0,5.8,2003.0,7.0,10.0,17525,1,21666,0.7979999999999999
IRN,Iran,28.995,58.31100000000001,10.0,6.6,2003.0,12.0,26.0,267628,26796,500000,0.7979999999999999
IRN,Iran,31.953000000000003,49.208999999999996,33.0,5.0,2003.0,12.0,11.0,725,0,0,0.7979999999999999
IRN,Iran,36.29,51.61,17.0,6.3,2004.0,5.0,28.0,498,35,165000,0.7979999999999999
IRN,Iran,37.103,54.574,31.9,5.4,2005.0,1.0,10.0,110,0,0,0.7979999999999999
IRN,Iran,30.754,56.816,14.0,6.4,2005.0,2.0,22.0,94766,612,80000,0.7979999999999999
IRN,Iran,26.774,55.858000000000004,10.0,5.9,2005.0,11.0,27.0,100,13,0,0.7979999999999999
IRN,Iran,28.12,56.865,18.0,6.0,2006.0,2.0,28.0,7006,0,0,0.7979999999999999
IRN,Iran,33.5,48.78,7.0,6.1,2006.0,3.0,31.0,161418,63,42262,0.7979999999999999
IRN,Iran,30.79,56.7,14.1,5.0,2006.0,5.0,7.0,70,0,0,0.7979999999999999
IRN,Iran,33.86,48.59,16.0,4.5,2008.0,5.0,1.0,170,0,0,0.7979999999999999
IRN,Iran,26.743000000000002,55.828,12.0,6.1,2008.0,9.0,10.0,20545,6,0,0.7979999999999999
IRN,Iran,35.221,59.317,19.0,5.5,2010.0,7.0,30.0,274,0,0,0.7979999999999999
IRN,Iran,27.022,53.861000000000004,10.0,5.8,2010.0,7.0,20.0,32,1,0,0.7979999999999999
IRN,Iran,33.37,48.94,5.0,4.9,2010.0,11.0,6.0,104,0,0,0.7979999999999999
IRN,Iran,28.412,59.18,12.0,6.7,2010.0,12.0,20.0,25,7,0,0.7979999999999999
IRN,Iran,35.49,54.47,7.0,5.8,2010.0,8.0,27.0,3600,3,0,0.7979999999999999
IRN,Iran,38.329,46.826,11.0,6.4,2012.0,8.0,11.0,61546,306,500000,0.7979999999999999
IRN,Iran,28.033,61.996,80.0,7.7,2013.0,4.0,16.0,27,0,0,0.7979999999999999
IRN,Iran,29.32,51.31,8.0,5.8,2013.0,11.0,28.0,1620,8,0,0.7979999999999999
ITA,Italy,38.381,13.700999999999999,5.0,6.0,2002.0,9.0,6.0,0,2,500000,0.88
ITA,Italy,44.792,8.892000000000001,4.0,5.0,2003.0,4.0,11.0,232,0,561352,0.88
ITA,Italy,42.333999999999996,13.334000000000001,8.8,6.3,2009.0,4.0,6.0,56000,295,2500000,0.88
ITA,Italy,44.89,11.23,6.3,6.0,2012.0,5.0,20.0,11050,7,15800000,0.88
ITA,Italy,44.851000000000006,11.085999999999999,10.2,5.8,2012.0,5.0,29.0,14350,17,0,0.88
JPN,Japan,35.455999999999996,133.134,10.0,6.7,2000.0,10.0,6.0,7132,0,500000,0.909
JPN,Japan,34.083,132.526,50.0,6.8,2001.0,3.0,24.0,11261,2,500000,0.909
JPN,Japan,38.849000000000004,141.56799999999998,68.0,7.0,2003.0,5.0,26.0,2303,0,233000,0.909
JPN,Japan,41.773999999999994,143.593,33.0,7.4,2003.0,9.0,25.0,773,2,563000,0.909
JPN,Japan,33.806999999999995,130.131,10.0,6.6,2005.0,3.0,20.0,3535,1,400000,0.909
JPN,Japan,33.637,130.179,18.7,5.5,2005.0,4.0,19.0,895,0,0,0.909
JPN,Japan,37.336,136.588,8.0,6.7,2007.0,3.0,25.0,41027,1,250000,0.909
JPN,Japan,37.535,138.446,12.0,6.6,2007.0,7.0,16.0,14000,9,12500000,0.909
JPN,Japan,34.806999999999995,136.239,15.7,5.1,2007.0,4.0,15.0,201,0,0,0.909
JPN,Japan,39.03,140.881,7.8,6.9,2008.0,6.0,13.0,448,23,167000,0.909
JPN,Japan,39.802,141.464,108.0,6.8,2008.0,7.0,23.0,470,1,110000,0.909
JPN,Japan,34.743,138.264,40.4,6.2,2009.0,8.0,10.0,25319,1,400000,0.909
JPN,Japan,38.275999999999996,141.588,42.0,7.1,2011.0,4.0,7.0,132,2,0,0.909
JPN,Japan,34.369,134.828,14.0,5.8,2013.0,4.0,12.0,8438,0,0,0.909
KEN,Kenya,3.295,95.98200000000001,30.0,9.1,2004.0,12.0,26.0,0,1,100000,0.59
KGZ,Kyrgyzstan,39.533,73.824,27.4,6.7,2008.0,10.0,5.0,1197,74,0,0.672
KGZ,Kyrgyzstan,40.080999999999996,71.41,20.0,6.1,2011.0,7.0,19.0,0,0,0,0.672
MYS,Malaysia,3.295,95.98200000000001,30.0,9.1,2004.0,12.0,26.0,5063,80,500000,0.802
MDV,Maldives,3.295,95.98200000000001,30.0,9.1,2004.0,12.0,26.0,27214,102,470100,0.7170000000000001
MEX,Mexico,18.198,-102.48,45.8,6.5,2000.0,8.0,9.0,1,0,0,0.774
MEX,Mexico,18.77,-104.104,24.0,7.6,2003.0,1.0,22.0,178603,29,116300,0.774
MEX,Mexico,17.986,-99.789,59.0,6.5,2011.0,12.0,11.0,152,2,0,0.774
MEX,Mexico,16.493,-98.23100000000001,20.0,7.4,2012.0,3.0,20.0,49011,2,320000,0.774
MAR,Morocco,35.141999999999996,-3.997,0.0,6.4,2004.0,2.0,24.0,13465,628,400000,0.667
MOZ,Mozambique,-21.324,33.583,11.0,7.0,2006.0,2.0,22.0,1476,4,0,0.43700000000000006
MMR,Myanmar,3.295,95.98200000000001,30.0,9.1,2004.0,12.0,26.0,15700,71,500000,0.578
MMR,Myanmar,20.686999999999998,99.822,8.0,6.9,2011.0,3.0,24.0,21277,74,3600,0.578
MMR,Myanmar,23.005,95.885,13.7,6.8,2012.0,11.0,11.0,1486,38,1170,0.578
NPL,Nepal,27.73,88.155,50.0,6.9,2011.0,9.0,18.0,167949,7,0,0.574
NZL,New Zealand,-43.56399999999999,172.743,6.1,5.9,2011.0,6.0,13.0,345,1,3000000,0.917
PAK,Pakistan,36.429,70.438,209.0,6.3,2002.0,3.0,3.0,0,3,0,0.562
PAK,Pakistan,35.414,74.515,33.0,6.3,2002.0,11.0,20.0,140782,19,0,0.562
PAK,Pakistan,34.774,73.21600000000001,11.0,5.5,2004.0,2.0,14.0,13148,24,0,0.562
PAK,Pakistan,34.539,73.58800000000001,26.0,7.6,2005.0,10.0,8.0,5128309,73338,5200000,0.562
PAK,Pakistan,30.639,67.351,15.0,6.4,2008.0,10.0,28.0,75320,166,10000,0.562
PAK,Pakistan,28.776999999999997,63.951,68.0,7.2,2011.0,1.0,18.0,1000,2,0,0.562
PAK,Pakistan,28.033,61.996,80.0,7.7,2013.0,4.0,16.0,15175,41,0,0.562
PAN,Panama,8.416,-82.824,33.0,6.5,2003.0,12.0,25.0,1075,2,0,0.789
PNG,Papua New Guinea,-6.8839999999999995,146.388,10.0,6.4,2001.0,6.0,5.0,201,0,0,0.544
PNG,Papua New Guinea,-3.2119999999999997,142.42700000000002,11.0,6.7,2002.0,1.0,10.0,1000,1,0,0.544
PNG,Papua New Guinea,-3.302,142.945,13.0,7.6,2002.0,9.0,8.0,4470,4,0,0.544
PNG,Papua New Guinea,-6.319,146.846,26.0,6.1,2005.0,6.0,4.0,200,1,0,0.544
PER,Peru,-16.265,-73.641,33.0,8.4,2001.0,6.0,23.0,349978,145,300000,0.75
PER,Peru,-15.35,-72.516,33.0,5.8,2001.0,12.0,4.0,155,2,0,0.75
PER,Peru,-14.258,-72.683,33.0,5.8,2001.0,8.0,9.0,3965,4,0,0.75
PER,Peru,-19.987000000000002,-69.197,115.6,7.8,2005.0,6.0,13.0,0,0,50,0.75
PER,Peru,-5.678,-76.398,115.0,7.5,2005.0,9.0,26.0,2505,5,0,0.75
PER,Peru,-13.386,-76.60300000000001,39.0,8.0,2007.0,8.0,15.0,658331,593,600000,0.75
PER,Peru,-14.168,-75.635,43.0,6.4,2012.0,1.0,30.0,4435,0,0,0.75
PHL,Philippines,6.0329999999999995,124.249,31.0,7.5,2002.0,3.0,5.0,73451,15,1714,0.6990000000000001
PHL,Philippines,10.811,126.63799999999999,28.0,7.6,2012.0,8.0,31.0,28879,1,3244,0.6990000000000001
RUS,Russia,48.786,142.246,10.0,6.8,2000.0,8.0,4.0,19108,0,920,0.816
RUS,Russia,50.038000000000004,87.81299999999999,16.0,7.3,2003.0,9.0,27.0,1805,3,10600,0.816
RUS,Russia,60.949,167.08900000000003,22.0,7.6,2006.0,4.0,20.0,12040,0,55000,0.816
RUS,Russia,47.11600000000001,141.798,5.0,6.2,2007.0,8.0,2.0,7512,2,420000,0.816
RWA,Rwanda,-2.296,28.9,10.0,5.9,2008.0,2.0,3.0,643,36,0,0.524
LCA,Saint Lucia,14.944,-61.273999999999994,156.0,7.4,2007.0,11.0,29.0,0,0,0,0.747
SRB,Serbia,43.76,20.73,0.9,5.5,2010.0,11.0,3.0,27030,2,132260,0.787
SYC,Seychelles,3.295,95.98200000000001,30.0,9.1,2004.0,12.0,26.0,4830,3,30000,0.797
SVN,Slovenia,46.29600000000001,13.640999999999998,7.7,5.2,2004.0,7.0,12.0,605,1,10000,0.8959999999999999
SLB,Solomon Islands,-8.466000000000001,157.043,24.0,8.1,2007.0,4.0,1.0,2384,52,0,0.546
SLB,Solomon Islands,-8.783,157.35399999999998,10.0,7.1,2010.0,1.0,3.0,1126,0,0,0.546
SLB,Solomon Islands,-10.799000000000001,165.114,24.0,8.0,2013.0,2.0,6.0,3329,10,2000,0.546
ESP,Spain,37.699,-1.672,1.0,5.1,2011.0,5.0,11.0,15300,10,200000,0.8909999999999999
LKA,Sri Lanka,3.295,95.98200000000001,30.0,9.1,2004.0,12.0,26.0,1019306,35399,1316500,0.77
TWN,Taiwan,24.279,122.179,32.8,7.1,2002.0,3.0,31.0,500,4,25000,0.9209999999999999
TWN,Taiwan,21.799,120.54700000000001,10.0,7.1,2006.0,12.0,26.0,42,2,0,0.9209999999999999
TWN,Taiwan,22.918000000000003,120.795,21.0,6.3,2010.0,3.0,4.0,96,0,1000000,0.9209999999999999
TWN,Taiwan,23.789,121.141,17.0,6.2,2013.0,6.0,2.0,1519,4,1100,0.9209999999999999
TJK,Tajikistan,36.429,70.438,209.0,6.3,2002.0,3.0,3.0,500,0,0,0.65
TJK,Tajikistan,37.255,68.828,34.2,5.6,2006.0,7.0,29.0,15427,3,22000,0.65
TJK,Tajikistan,38.936,70.485,10.0,5.2,2007.0,7.0,21.0,7003,11,0,0.65
TJK,Tajikistan,40.080999999999996,71.41,20.0,6.1,2011.0,7.0,19.0,0,0,0,0.65
TZA,Tanzania,-7.977,30.709,34.0,6.5,2000.0,10.0,2.0,791,1,0,0.5379999999999999
TZA,Tanzania,-2.907,33.733000000000004,10.0,5.5,2002.0,5.0,18.0,2000,2,0,0.5379999999999999
TZA,Tanzania,3.295,95.98200000000001,30.0,9.1,2004.0,12.0,26.0,0,10,0,0.5379999999999999
THA,Thailand,3.295,95.98200000000001,30.0,9.1,2004.0,12.0,26.0,67007,8345,1000000,0.755
TUR,Turkey,38.164,38.777,5.4,4.5,2000.0,5.0,7.0,1000,1,0,0.7909999999999999
TUR,Turkey,37.238,36.205999999999996,5.0,5.5,2001.0,6.0,25.0,480,0,0,0.7909999999999999
TUR,Turkey,39.832,41.623000000000005,33.0,5.4,2001.0,7.0,10.0,131,0,0,0.7909999999999999
TUR,Turkey,38.573,31.271,5.0,6.5,2002.0,2.0,3.0,252327,42,95000,0.7909999999999999
TUR,Turkey,39.5,39.878,10.0,6.1,2003.0,1.0,27.0,2,1,0,0.7909999999999999
TUR,Turkey,39.007,40.464,10.0,6.4,2003.0,5.0,1.0,290520,177,135000,0.7909999999999999
TUR,Turkey,38.111,28.886999999999997,10.0,4.5,2003.0,7.0,26.0,240,0,0,0.7909999999999999
TUR,Turkey,39.93,40.812,10.0,5.6,2004.0,3.0,25.0,4030,9,0,0.7909999999999999
TUR,Turkey,39.847,40.874,5.0,5.6,2004.0,3.0,28.0,32530,0,0,0.7909999999999999
TUR,Turkey,39.766,43.979,5.0,5.1,2004.0,7.0,1.0,356,18,0,0.7909999999999999
TUR,Turkey,37.622,43.703,41.2,5.9,2005.0,1.0,25.0,422,2,0,0.7909999999999999
TUR,Turkey,39.354,40.89,5.0,5.8,2005.0,3.0,14.0,2268,0,0,0.7909999999999999
TUR,Turkey,39.22,41.08,10.0,5.6,2005.0,6.0,6.0,354,0,0,0.7909999999999999
TUR,Turkey,38.864000000000004,39.986,12.0,6.1,2010.0,3.0,8.0,3600,51,0,0.7909999999999999
TUR,Turkey,39.149,29.103,7.0,5.8,2011.0,5.0,19.0,10121,3,244000,0.7909999999999999
TUR,Turkey,38.721,43.508,18.0,7.1,2011.0,10.0,23.0,32938,604,1500000,0.7909999999999999
TKM,Turkmenistan,39.566,54.799,30.0,7.0,2000.0,12.0,6.0,0,11,0,0.706
GBR,United Kingdom,51.085,1.0090000000000001,10.0,4.6,2007.0,4.0,28.0,4501,0,60000,0.922
USA,United States of America,19.878,-155.935,38.9,6.7,2006.0,10.0,15.0,3529,0,150000,0.924
UZB,Uzbekistan,40.080999999999996,71.41,20.0,6.1,2011.0,7.0,19.0,0,13,0,0.71
VUT,Vanuatu,-17.664,168.00400000000002,10.0,6.6,2002.0,1.0,3.0,500,0,0,0.603
VUT,Vanuatu,-14.49,167.827,33.0,5.9,2002.0,11.0,27.0,503,0,0,0.603
AFG,Afghanistan,36.062,69.315,8.0,6.1,2002.0,3.0,25.0,91228,1000,0,0.498
AFG,Afghanistan,35.959,69.417,10.0,5.9,2002.0,4.0,12.0,6150,50,0,0.498
AFG,Afghanistan,36.023,69.351,16.0,5.7,2012.0,6.0,11.0,237,73,0,0.498
AFG,Afghanistan,36.5244,70.3676,231.0,7.5,2015.0,10.0,26.0,92725,115,0,0.498
AFG,Afghanistan,36.4935,71.1263,206.0,6.3,2015.0,12.0,25.0,407,0,0,0.498
AZE,Azerbaijan,41.549,46.788999999999994,11.0,5.6,2012.0,5.0,7.0,15550,0,0,0.757
BGD,Bangladesh,28.2305,84.7314,8.22,7.8,2015.0,4.0,25.0,200,4,0,0.608
BGD,Bangladesh,24.8036,93.6505,55.0,6.7,2016.0,1.0,3.0,70,5,0,0.608
CHL,Chile,-19.6097,-70.7691,25.0,8.2,2014.0,4.0,1.0,513387,6,100000,0.843
CHL,Chile,-31.5729,-71.6744,22.44,8.3,2015.0,9.0,16.0,681499,19,800000,0.843
CHN,China,25.631999999999998,101.095,7.0,5.7,2009.0,7.0,9.0,65336,1,315000,0.752
CHN,China,24.726999999999997,97.95700000000001,10.0,5.5,2011.0,3.0,10.0,5440,25,290000,0.752
CHN,China,27.767,100.781,10.0,5.5,2012.0,6.0,24.0,34234,4,300000,0.752
CHN,China,32.978,119.59299999999999,10.0,4.9,2012.0,7.0,20.0,2610,1,0,0.752
CHN,China,25.98,99.81200000000001,8.0,5.2,2013.0,3.0,3.0,427740,0,56000,0.752
CHN,China,28.2425,99.3502,8.0,5.6,2013.0,8.0,31.0,538050,3,155000,0.752
CHN,China,44.5993,124.1681,10.0,5.3,2013.0,11.0,22.0,58300,0,0,0.752
CHN,China,35.9053,82.5864,10.0,6.9,2014.0,2.0,12.0,450000,0,174000,0.752
CHN,China,24.9997,97.845,10.0,5.9,2014.0,5.0,30.0,184723,0,2000,0.752
CHN,China,30.3398,101.7374,9.0,5.9,2014.0,11.0,22.0,82355,5,50000,0.752
CHN,China,37.4593,78.1542,20.0,6.4,2015.0,7.0,3.0,9263,3,3200,0.752
CHN,China,39.2732,73.9776,17.0,6.6,2016.0,11.0,25.0,37200,1,5500,0.752
CHN,China,33.1926,103.8552,9.0,6.5,2017.0,8.0,8.0,218325,29,500000,0.752
ECU,Ecuador,0.3819,-79.9218,20.59,7.8,2016.0,4.0,16.0,389364,672,2000000,0.752
GRC,Greece,38.2082,20.4528,8.0,6.1,2014.0,1.0,26.0,2023,0,178000,0.87
GRC,Greece,40.2893,25.3889,6.43,6.9,2014.0,5.0,24.0,75002,3,450000,0.87
GRC,Greece,38.9296,26.365,12.0,6.3,2017.0,6.0,12.0,731,1,0,0.87
IND,India,28.2305,84.7314,8.22,7.8,2015.0,4.0,25.0,560,78,0,0.64
IND,India,27.8087,86.0655,15.0,7.3,2015.0,5.0,12.0,0,20,0,0.64
IND,India,36.5244,70.3676,231.0,7.5,2015.0,10.0,26.0,10,0,0,0.64
IND,India,24.8036,93.6505,55.0,6.7,2016.0,1.0,3.0,10808,8,75000,0.64
IDN,Indonesia,-0.6212,131.2622,18.0,6.6,2015.0,9.0,24.0,12247,0,0,0.6940000000000001
IDN,Indonesia,-8.2581,116.4375,34.0,6.9,2018.0,8.0,5.0,516927,564,790000,0.6940000000000001
IDN,Indonesia,-8.318999999999999,116.6272,21.0,6.9,2018.0,8.0,19.0,779,10,5000,0.6940000000000001
IRN,Iran,28.093000000000004,51.755,33.0,5.4,2002.0,2.0,17.0,780,1,0,0.7979999999999999
IRN,Iran,27.334,56.202,14.1,5.0,2009.0,11.0,3.0,269,0,0,0.7979999999999999
IRN,Iran,37.7693,57.2058,8.0,5.6,2017.0,5.0,13.0,2262,3,2000,0.7979999999999999
IRN,Iran,34.9109,45.9592,19.0,7.3,2017.0,11.0,12.0,209000,444,740000,0.7979999999999999
IRN,Iran,35.6491,50.9623,10.0,4.9,2017.0,12.0,20.0,120,2,0,0.7979999999999999
IRN,Iran,34.3609,45.7443,18.0,6.3,2018.0,11.0,25.0,716,0,10000,0.7979999999999999
IRQ,Iraq,34.9109,45.9592,19.0,7.3,2017.0,11.0,12.0,5969,10,0,0.685
ITA,Italy,42.723,13.1877,4.44,6.2,2016.0,8.0,24.0,4854,296,5000000,0.88
ITA,Italy,42.9564,13.0666,10.0,6.1,2016.0,10.0,26.0,3027,1,200000,0.88
JPN,Japan,38.431999999999995,141.003,10.0,5.5,2003.0,7.0,25.0,18191,0,411000,0.909
JPN,Japan,36.6408,137.8875,9.0,6.2,2014.0,11.0,22.0,2657,0,2000,0.909
JPN,Japan,35.3743,133.8092,5.63,6.2,2016.0,10.0,21.0,493,0,100000,0.909
KOR,Korea (the Republic of),35.7808,129.2162,13.0,5.4,2016.0,9.0,12.0,29832,0,21000,0.903
MWI,Malawi,-9.948,33.878,8.0,5.9,2009.0,12.0,8.0,15015,1,0,0.47700000000000004
MEX,Mexico,18.5499,-98.4887,48.0,7.1,2017.0,9.0,19.0,256000,369,6000000,0.774
MMR,Myanmar,20.9228,94.569,82.0,6.8,2016.0,8.0,24.0,1152,4,10000,0.578
NPL,Nepal,28.2305,84.7314,8.22,7.8,2015.0,4.0,25.0,5639722,8831,5174000,0.574
NPL,Nepal,27.8087,86.0655,15.0,7.3,2015.0,5.0,12.0,2428,138,0,0.574
NZL,New Zealand,-41.70399999999999,174.33700000000002,17.0,6.5,2013.0,7.0,21.0,13840,0,50000,0.917
NIC,Nicaragua,11.892000000000001,-86.014,33.0,5.1,2000.0,7.0,6.0,7477,7,0,0.6579999999999999
PAK,Pakistan,26.951,65.5009,15.0,7.7,2013.0,9.0,24.0,185749,399,100000,0.562
PAK,Pakistan,27.1825,65.5052,12.0,6.8,2013.0,9.0,28.0,50,22,0,0.562
PAK,Pakistan,36.4725,71.1311,212.0,6.6,2016.0,4.0,10.0,142,6,0,0.562
PHL,Philippines,13.7701,120.9354,14.26,5.9,2017.0,4.0,8.0,25000,0,2000,0.6990000000000001
PHL,Philippines,11.1269,124.6286,9.0,6.5,2017.0,7.0,6.0,16500,3,4364,0.6990000000000001
RWA,Rwanda,-1.6840000000000002,29.076999999999998,15.4,4.7,2002.0,1.0,17.0,1643,45,0,0.524
WSM,Samoa,-15.489,-172.095,18.0,8.1,2009.0,9.0,29.0,5584,148,124040,0.713
SLB,Solomon Islands,-10.6812,161.3273,40.0,7.8,2016.0,12.0,8.0,9770,0,0,0.546
TWN,Taiwan,24.1338,121.6586,17.0,6.4,2018.0,2.0,6.0,285,84,100000,0.9209999999999999
TJK,Tajikistan,38.673,69.902,33.0,5.3,2002.0,1.0,9.0,1050,3,0,0.65
TJK,Tajikistan,38.2107,72.7797,22.0,7.2,2015.0,12.0,7.0,7976,2,5000,0.65
TON,Tonga,-15.489,-172.095,18.0,8.1,2009.0,9.0,29.0,507,9,9500,0.726
TUR,Turkey,40.2893,25.3889,6.43,6.9,2014.0,5.0,24.0,324,0,0,0.7909999999999999
UGA,Uganda,-1.0355,31.6181,40.0,5.9,2016.0,9.0,10.0,590,4,0,0.516
USA,United States of America,47.148999999999994,-122.72666670000001,51.798,6.8,2001.0,2.0,28.0,400,1,2000000,0.924
USA,United States of America,35.7005,-121.1005,8.382,6.5,2003.0,12.0,22.0,160,2,200000,0.924
USA,United States of America,40.652,-124.6925,28.737,6.5,2010.0,1.0,10.0,630,0,12500,0.924
USA,United States of America,35.9907,-96.803,4.43,5.0,2016.0,11.0,7.0,120,0,20000,0.924
AZE,Azerbaijan,40.245,49.946000000000005,50.4,6.8,2000.0,11.0,25.0,3294,31,10000,0.757
CHN,China,37.012,103.791,10.0,5.6,2000.0,6.0,6.0,100,0,0,0.752
CHN,China,25.826,102.194,33.0,4.9,2000.0,8.0,21.0,177611,1,43000,0.752
CHN,China,43.015,88.24700000000001,21.1,5.1,2011.0,6.0,8.0,258,0,0,0.752
CHN,China,30.308000000000003,102.88799999999999,14.0,6.6,2013.0,4.0,20.0,2198785,198,6800000,0.752
CHN,China,25.953000000000003,99.78200000000001,38.3,5.1,2013.0,4.0,17.0,80555,0,38000,0.752
COL,Colombia,7.042000000000001,-77.829,17.0,6.5,2000.0,11.0,8.0,430,2,0,0.747
IND,India,33.061,75.863,15.0,5.7,2013.0,5.0,1.0,59350,3,120000,0.64
IDN,Indonesia,-6.675,106.845,33.0,5.4,2000.0,7.0,12.0,4124,0,2000,0.6940000000000001
IDN,Indonesia,-4.438,101.367,34.0,8.4,2007.0,9.0,12.0,459567,25,500000,0.6940000000000001
IDN,Indonesia,4.645,96.665,13.0,6.1,2013.0,7.0,2.0,55935,48,130000,0.6940000000000001
IRN,Iran,35.288000000000004,58.218,33.0,5.3,2000.0,2.0,2.0,2015,1,0,0.7979999999999999
IRN,Iran,28.428,51.593,12.0,6.4,2013.0,4.0,9.0,4350,37,600000,0.7979999999999999
JPN,Japan,34.221,139.131,10.0,6.1,2000.0,7.0,1.0,100,1,0,0.909
JPN,Japan,38.297,142.373,29.0,9.1,2011.0,3.0,11.0,368820,19846,210000000,0.909
RUS,Russia,43.372,46.254,16.0,5.8,2008.0,10.0,11.0,5235,13,0,0.816
THA,Thailand,20.686999999999998,99.822,8.0,6.9,2011.0,3.0,24.0,16,1,0,0.755
TUR,Turkey,40.693000000000005,32.992,10.0,6.0,2000.0,6.0,6.0,23080,2,0,0.7909999999999999
TUR,Turkey,38.221,26.958000000000002,10.0,5.8,2003.0,4.0,10.0,170,0,0,0.7909999999999999
AFG,Afghanistan,36.424,70.881,202.5,6.2,2001.0,2.0,25.0,0,0,0,0.498
DZA,Algeria,36.8561,3.181,10.0,5.5,2014.0,8.0,1.0,420,6,0,0.754
CHN,China,30.916,99.927,33.0,5.3,2002.0,8.0,8.0,378,0,0,0.752
CHN,China,24.862,97.82,37.3,4.9,2008.0,8.0,21.0,160,6,0,0.752
CHN,China,43.236000000000004,80.893,19.0,5.1,2009.0,1.0,25.0,4549,0,3100,0.752
CHN,China,27.575,103.98299999999999,10.0,5.5,2012.0,9.0,7.0,744821,81,1000000,0.752
CHN,China,27.1891,103.4086,12.0,6.2,2014.0,8.0,3.0,1120513,731,5000000,0.752
CHN,China,23.3834,100.4702,8.51,6.1,2014.0,10.0,7.0,255324,1,274000,0.752
CHN,China,23.3577,100.53299999999999,10.0,5.6,2014.0,12.0,6.0,2022,1,0,0.752
CHN,China,43.8229,86.3451,17.55,6.0,2016.0,12.0,8.0,9120,0,135000,0.752
CHN,China,24.1904,102.8675,10.0,4.9,2018.0,8.0,13.0,18024,0,50000,0.752
ECU,Ecuador,0.4261,-79.7899,16.0,6.7,2016.0,5.0,18.0,147,1,0,0.752
